dim1,dim2,dim3,val
0.7843189835548401,0.6161977648735046,-0.07172160595655441,0
0.8468657732009888,0.48806798458099365,0.21120585501194,0
0.8188045620918274,-0.5696888566017151,-0.0708073079586029,0
-0.8270131945610046,0.49562937021255493,0.26533153653144836,0
-0.8673842549324036,0.48534271121025085,-0.10994118452072144,0
-0.5154142379760742,0.7514363527297974,-0.4119364619255066,0
-0.5610746145248413,0.7479854822158813,-0.35456034541130066,0
-0.591833770275116,0.7297407388687134,-0.3423610031604767,0
-0.5821923613548279,0.7292889952659607,-0.3594297468662262,0
-0.5125938653945923,0.7892664074897766,-0.33809176087379456,0
-0.590272068977356,0.7330156564712524,-0.3380338251590729,0
-0.3289262652397156,-0.2228059321641922,0.9176955223083496,1
-0.30157291889190674,-0.18580637872219086,0.9351629018783569,1
-0.3327833116054535,-0.24196696281433105,0.9114314317703247,1
-0.3444047272205353,-0.2354901134967804,0.9088068008422852,1
-0.3411372900009155,-0.20860084891319275,0.9165757298469543,1
-0.37331920862197876,-0.20342084765434265,0.9051257967948914,1
-0.37542498111724854,-0.22975151240825653,0.897925615310669,1
-0.35865214467048645,-0.21842502057552338,0.9075566530227661,1
-0.3915838301181793,-0.242295503616333,0.8876683115959167,1
-0.38245633244514465,-0.2497665137052536,0.8895750641822815,1
-0.40185603499412537,-0.21852754056453705,0.8892453908920288,1
-0.43071526288986206,-0.17847737669944763,0.8846639394760132,1
-0.378337025642395,-0.23969101905822754,0.8940969109535217,1
-0.4371289014816284,-0.23610267043113708,0.8678559064865112,1
-0.40773025155067444,-0.19402892887592316,0.892249345779419,1
-0.3669414222240448,-0.1226351335644722,0.9221250414848328,1
-0.3071885406970978,-0.20497575402259827,0.9293116331100464,1
-0.3950508236885071,-0.22907228767871857,0.8896408081054688,1
-0.37041589617729187,-0.19545631110668182,0.9080687761306763,1
-0.34998151659965515,-0.23767530918121338,0.9061034321784973,1
-0.3323005437850952,-0.2296801060438156,0.9147805571556091,1
-0.27933040261268616,-0.2495070844888687,0.9272112846374512,1
-0.2278338223695755,-0.19598880410194397,0.9537715911865234,1
-0.41598138213157654,0.8184543251991272,-0.3963484764099121,0
