dim1,dim2,dim3,val
0.498323529958725,0.0835270956158638,0.8629582524299622,0
0.530829906463623,0.16665005683898926,0.8309316635131836,0
0.6403642892837524,0.21354448795318604,0.7377888560295105,0
0.6244677305221558,0.15247417986392975,0.7660233378410339,0
0.5185309648513794,0.19679410755634308,0.8321044445037842,0
0.5134497880935669,0.33590278029441833,0.7896445989608765,0
0.5933312177658081,0.1653003841638565,0.7878031730651855,0
0.7100408673286438,0.19053830206394196,0.6778916120529175,0
0.5931901335716248,0.26721909642219543,0.7594203948974609,0
0.5498830080032349,0.3128892779350281,0.774421751499176,0
0.5444930195808411,0.3082723021507263,0.7800613045692444,0
0.5933279991149902,0.18656839430332184,0.7830415964126587,0
-0.9788622260093689,-0.1588805913925171,0.12878532707691193,2
-0.9991562366485596,-0.019249217584729195,-0.036280181258916855,2
-0.9966786503791809,0.07762536406517029,0.024614430963993073,2
-0.9938440918922424,0.10984060168266296,-0.01445979904383421,2
-0.9936882257461548,0.11217505484819412,-0.0007677003741264343,2
-0.9970160126686096,0.0736997202038765,-0.022967467084527016,2
-0.9779565930366516,0.20573902130126953,0.035668645054101944,2
-0.988263726234436,0.15226928889751434,0.012200362980365753,2
-0.9961580634117126,0.07969457656145096,0.03630223497748375,2
-0.9956162571907043,0.08493980020284653,-0.03915997967123985,2
-0.9959143996238708,0.0900670662522316,-0.0065075247548520565,2
-0.9907078742980957,0.1353347897529602,0.013505756855010986,2
-0.9912902116775513,0.12655402719974518,0.03643970564007759,2
-0.9955124258995056,0.08385766297578812,0.043850917369127274,2
-0.9928479790687561,0.10735823214054108,0.052221719175577164,2
-0.98381108045578,0.16880176961421967,0.0601818822324276,2
-0.9636020660400391,0.18877290189266205,0.18930375576019287,2
-0.9718546271324158,0.2200731486082077,0.08406193554401398,2
-0.9546829462051392,0.2543458342552185,0.15455962717533112,2
-0.9554316997528076,0.28652265667915344,0.07109834253787994,2
-0.9477654695510864,0.3145388662815094,0.052971530705690384,2
-0.9370864629745483,0.3188279867172241,0.14218908548355103,2
-0.9605168700218201,0.21473217010498047,0.17691095173358917,2
-0.9734234809875488,0.15991663932800293,0.1639312356710434,2
-0.9730953574180603,0.152169868350029,0.1730024814605713,2
-0.9667573571205139,0.243827685713768,0.076995350420475,2
-0.9503610134124756,0.2736603021621704,0.1480676680803299,2
-0.972175121307373,0.23344753682613373,-0.0194399431347847,2
-0.9973236322402954,0.0678013265132904,0.027361027896404266,2
-0.9937549829483032,0.11105206608772278,0.010885234922170639,2
-0.9962723851203918,0.08264707028865814,-0.02471415512263775,2
0.49368539452552795,0.4306640028953552,0.7555152177810669,0
0.5426534414291382,0.2782737612724304,0.7925219535827637,0
0.5743907690048218,0.2694215178489685,0.7729730606079102,0
0.45529696345329285,0.3241555094718933,0.8292333483695984,0
0.5308177471160889,0.3137423098087311,0.7872726917266846,0
0.5226147174835205,0.25203946232795715,0.8144630193710327,0
0.5976197123527527,0.26012346148490906,0.7584105134010315,0
0.5760205984115601,0.315670907497406,0.7540239691734314,0
0.5747899413108826,0.3992196321487427,0.7143109440803528,0
0.5517917275428772,0.35628795623779297,0.7540456056594849,0
0.529938280582428,0.28176283836364746,0.7998594045639038,0
0.2970595955848694,0.41020089387893677,0.8622592091560364,0
