dim1,dim2,dim3,val
-0.35882967710494995,-0.3475057780742645,-0.8663030862808228,0
-0.48571649193763733,-0.6148779392242432,-0.6212926506996155,0
-0.8003508448600769,-0.572979211807251,-0.1764461100101471,2
0.26500678062438965,-0.961390495300293,-0.07415997982025146,2
0.3650517761707306,-0.736113965511322,-0.5699766874313354,2
0.1445661336183548,-0.28732672333717346,-0.9468600749969482,2
0.8059806227684021,-0.304593026638031,-0.507561206817627,2
0.8007399439811707,-0.35860955715179443,-0.4798069894313812,2
0.8580849170684814,-0.3272029757499695,-0.39576318860054016,2
0.866948127746582,-0.3103310763835907,-0.38999420404434204,2
0.8483054041862488,-0.2997506856918335,-0.43649449944496155,2
0.8678081631660461,-0.3685029447078705,-0.33333855867385864,2
0.8413774967193604,-0.3950021266937256,-0.36885929107666016,2
0.8683072924613953,-0.3201960027217865,-0.37883615493774414,2
0.8313614726066589,-0.398232638835907,-0.38761964440345764,2
0.8712931871414185,-0.28103333711624146,-0.40232881903648376,2
0.8884538412094116,-0.24544155597686768,-0.38782501220703125,2
0.8519237041473389,-0.3375793397426605,-0.40033259987831116,2
0.8372130393981934,-0.39972129464149475,-0.37322524189949036,2
0.8861702084541321,-0.3656104505062103,-0.28466007113456726,2
0.8302188515663147,-0.38586926460266113,-0.4022953510284424,2
0.7667807340621948,-0.3919631540775299,-0.5083426833152771,2
0.865075409412384,-0.2942604720592499,-0.40626978874206543,2
0.8793377876281738,-0.330985426902771,-0.3423648178577423,2
0.8167359828948975,-0.44333189725875854,-0.36932241916656494,2
0.8370249271392822,-0.36179351806640625,-0.4104810655117035,2
0.8863406181335449,-0.32251712679862976,-0.3322395086288452,2
0.8465542197227478,-0.4081953167915344,-0.34164685010910034,2
0.8648327589035034,-0.362589031457901,-0.34726569056510925,2
0.8345789909362793,-0.4185912013053894,-0.3581327497959137,2
0.8524345755577087,-0.41265347599983215,-0.32104894518852234,2
0.8701320290565491,-0.38100141286849976,-0.31258291006088257,2
0.8596675395965576,-0.3367077112197876,-0.38418692350387573,2
0.8610193133354187,-0.34068194031715393,-0.3775997459888458,2
0.8344947695732117,-0.3340914845466614,-0.43817955255508423,2
0.8345364332199097,-0.36192694306373596,-0.4154006540775299,2
0.8730247616767883,-0.30866214632987976,-0.3775651156902313,2
0.8519697189331055,-0.2534189522266388,-0.45817720890045166,2
0.861659824848175,-0.2645832896232605,-0.4330565929412842,2
0.8482995629310608,-0.36811187863349915,-0.38063302636146545,2
0.8433076739311218,-0.3575855493545532,-0.40120407938957214,2
0.8235200047492981,-0.3951614499092102,-0.40701618790626526,2
0.8623491525650024,-0.3015025854110718,-0.4067555367946625,2
0.856453001499176,-0.297397255897522,-0.42195168137550354,2
0.8730822205543518,-0.36712515354156494,-0.32085296511650085,2
0.8642429709434509,-0.39722752571105957,-0.3086978793144226,2
0.8326119780540466,-0.373116135597229,-0.4093185067176819,2
0.8441608548164368,-0.3605901896953583,-0.3966953158378601,2
0.8438665866851807,-0.35705187916755676,-0.40050363540649414,2
0.8623378872871399,-0.3403482437133789,-0.37488195300102234,2
0.867311418056488,-0.3634111285209656,-0.34015172719955444,2
0.8531997799873352,-0.3893255293369293,-0.3470960855484009,2
0.8608499765396118,-0.3202062249183655,-0.39548105001449585,2
0.8776273727416992,-0.29197755455970764,-0.3801570534706116,2
0.8645823001861572,-0.3200438618659973,-0.38738784193992615,2
0.8666725754737854,-0.3266582489013672,-0.37705835700035095,2
0.8575232625007629,-0.3791045546531677,-0.3477550745010376,2
0.8139608502388,-0.343121200799942,-0.468759685754776,2
0.863207221031189,-0.37029391527175903,-0.3431554436683655,2
0.877195417881012,-0.36184045672416687,-0.315594345331192,2
0.8526318073272705,-0.3652987778186798,-0.3735984265804291,2
0.840523898601532,-0.39203014969825745,-0.37394100427627563,2
0.8067126274108887,-0.4455445408821106,-0.38820695877075195,2
0.8492555618286133,-0.37534937262535095,-0.37131908535957336,2
0.8494451642036438,-0.34554076194763184,-0.39880383014678955,2
0.877486526966095,-0.33270183205604553,-0.34543710947036743,2
0.8563753366470337,-0.3566018342971802,-0.37343859672546387,2
0.8407239317893982,-0.3480348289012909,-0.4147951602935791,2
0.8552907705307007,-0.36604276299476624,-0.36672937870025635,2
0.851695716381073,-0.36949220299720764,-0.3716045022010803,2
0.7916039824485779,-0.4332559406757355,-0.430874228477478,2
0.8515141010284424,-0.38113200664520264,-0.3600863218307495,2
0.8170657753944397,-0.41349995136260986,-0.4017726480960846,2
0.8238967657089233,-0.4126388430595398,-0.3884885609149933,2
0.8255696892738342,-0.378298282623291,-0.4187183976173401,2
0.8512144088745117,-0.35232362151145935,-0.3889756500720978,2
0.8840342164039612,-0.3921821117401123,-0.25431567430496216,2
0.8502459526062012,-0.4004391133785248,-0.3416582942008972,2
0.8429755568504333,-0.39160457253456116,-0.36883336305618286,2
0.8369577527046204,-0.3941686749458313,-0.3796481490135193,2
0.8468851447105408,-0.3822824954986572,-0.3696560859680176,2
0.8756499290466309,-0.3045794665813446,-0.37479138374328613,2
0.8579732179641724,-0.36023014783859253,-0.3662186861038208,2
0.8462031483650208,-0.33160600066185,-0.41710636019706726,2
0.822306752204895,-0.404472291469574,-0.4002671241760254,2
0.7857940793037415,-0.4639824330806732,-0.4089597165584564,2
0.8461079001426697,-0.4125869870185852,-0.3374512791633606,2
0.824546217918396,-0.37257081270217896,-0.4258103668689728,2
0.8038607239723206,-0.323894739151001,-0.49889883399009705,2
0.8283520936965942,-0.35746124386787415,-0.43134015798568726,2
-0.41392824053764343,-0.5254195332527161,0.7433691620826721,3
-0.3483254909515381,-0.5073244571685791,0.7882202863693237,3
-0.34161946177482605,-0.5102713704109192,0.7892524003982544,3
-0.40601134300231934,-0.48850739002227783,0.7723440527915955,3
-0.7575204372406006,0.016706788912415504,-0.6525976657867432,0
