dim1,dim2,dim3,val
0.02033946104347706,0.8194851279258728,0.5727394223213196,0
-0.0015910860383883119,0.7349709868431091,0.6780966520309448,0
0.03608819469809532,0.7460548877716064,0.6649057865142822,0
0.15856000781059265,0.874966025352478,0.4574856162071228,0
0.25460803508758545,0.8685123920440674,0.4252775013446808,0
0.25010889768600464,0.869885265827179,0.4251413345336914,0
0.24907667934894562,0.8689778447151184,0.4275958836078644,0
0.24846018850803375,0.8809969425201416,0.4026312828063965,0
0.25562071800231934,0.8851842880249023,0.38872474431991577,0
0.24918022751808167,0.8509464263916016,0.46238449215888977,0
0.215206578373909,0.8788442611694336,0.4258156418800354,0
0.20448850095272064,0.9041665196418762,0.37505656480789185,0
0.5067293047904968,-0.17457617819309235,-0.8442443013191223,2
0.4918401539325714,-0.14831218123435974,-0.8579608201980591,2
0.5526363849639893,-0.1405855119228363,-0.8214796185493469,2
0.5572692155838013,-0.26297441124916077,-0.787588357925415,2
0.5475455522537231,-0.30945885181427,-0.7774503231048584,2
0.5426952242851257,-0.2495620995759964,-0.8019978404045105,2
0.5607488751411438,-0.2635015845298767,-0.7849379181861877,2
0.49806922674179077,-0.18451739847660065,-0.8472782373428345,2
0.4878358542919159,-0.29084935784339905,-0.8230570554733276,2
0.5184506177902222,-0.26863551139831543,-0.8118152022361755,2
0.5407041311264038,-0.23083099722862244,-0.8089228272438049,2
0.5304942727088928,-0.2752847373485565,-0.8017444610595703,2
0.5013506412506104,-0.25779616832733154,-0.8259470462799072,2
0.5473548769950867,-0.25013959407806396,-0.7986444234848022,2
0.5215010046958923,-0.26653042435646057,-0.8105542659759521,2
0.5142754316329956,-0.2779156565666199,-0.8113468885421753,2
0.5265349745750427,-0.24626705050468445,-0.8137035369873047,2
0.4953060448169708,-0.2940336763858795,-0.8174448013305664,2
0.5355707406997681,-0.2805808484554291,-0.7965163588523865,2
0.5420331358909607,-0.2623094320297241,-0.7983694076538086,2
0.515630304813385,-0.24804586172103882,-0.8201211094856262,2
0.5243025422096252,-0.2767235040664673,-0.8053141832351685,2
0.5313354730606079,-0.23793387413024902,-0.8130621314048767,2
0.5114470720291138,-0.24830587208271027,-0.8226579427719116,2
0.5055189728736877,-0.22389574348926544,-0.8332594633102417,2
0.5319592356681824,-0.23960790038108826,-0.8121622204780579,2
0.5321431756019592,-0.24497269093990326,-0.8104393482208252,2
0.5464101433753967,-0.25889384746551514,-0.7964985966682434,2
0.4880369007587433,-0.2621992528438568,-0.8325091600418091,2
0.5184295177459717,-0.23960362374782562,-0.8208659291267395,2
0.48662069439888,-0.19128303229808807,-0.8524148464202881,2
0.32741835713386536,0.9200450778007507,0.2152078002691269,0
0.2123548537492752,0.9120033383369446,0.35093504190444946,0
0.17789001762866974,0.947908341884613,0.2642441391944885,0
0.3258039951324463,0.8411405086517334,0.43166476488113403,0
