delta_P7,delta_P4,delta_Cz,delta_Pz,delta_P3,delta_P8,delta_O1,delta_O2,delta_FC6,delta_F8,delta_C4,delta_F4,delta_AF4,delta_Fz,delta_C3,delta_F3,delta_AF3,delta_FC5,delta_F7,theta_P7,theta_P4,theta_Cz,theta_Pz,theta_P3,theta_P8,theta_O1,theta_O2,theta_FC6,theta_F8,theta_C4,theta_F4,theta_AF4,theta_Fz,theta_C3,theta_F3,theta_AF3,theta_FC5,theta_F7,alpha_P7,alpha_P4,alpha_Cz,alpha_Pz,alpha_P3,alpha_P8,alpha_O1,alpha_O2,alpha_FC6,alpha_F8,alpha_C4,alpha_F4,alpha_AF4,alpha_Fz,alpha_C3,alpha_F3,alpha_AF3,alpha_FC5,alpha_F7,beta_P7,beta_P4,beta_Cz,beta_Pz,beta_P3,beta_P8,beta_O1,beta_O2,beta_FC6,beta_F8,beta_C4,beta_F4,beta_AF4,beta_Fz,beta_C3,beta_F3,beta_AF3,beta_FC5,beta_F7,gamma_P7,gamma_P4,gamma_Cz,gamma_Pz,gamma_P3,gamma_P8,gamma_O1,gamma_O2,gamma_FC6,gamma_F8,gamma_C4,gamma_F4,gamma_AF4,gamma_Fz,gamma_C3,gamma_F3,gamma_AF3,gamma_FC5,gamma_F7,mode
18.96009092702105,15.439935368206507,9.884707512028795,2.018787464318983,9.305036473932034,31.025012787597586,6.19919185697436,6.625066178197844,12.782798403049448,12.622868511838147,9.13648086226141,34.790149321724186,14.916064729419176,36.751196354143026,33.531805078546526,44.687573691492716,38.830990832669485,23.482866018999214,27.243242689580544,3.7592283306548397,3.347695083344523,1.1663733518960637,0.94949822168143,1.9146631923159811,6.482815082507796,3.8084615061774194,2.6132310635035774,1.0865899278740927,0.8357940093937302,0.41472656820722553,3.855772145365375,1.4612185909139397,3.300655300740587,3.206459437082498,5.4541807338371395,4.267252652987447,2.342314205178443,2.766785600533517,0.8129722465138349,0.5775257920554246,0.4947963335686227,0.5430161124225239,0.599476704566548,0.858691908899084,0.9276413574398648,0.7301046170634975,0.6009659961593912,0.22046861224022202,0.9084487394785856,0.2082769671378761,0.43582194952474596,0.6200067803945379,1.6588915054471887,0.883753655732336,0.6355593896882248,0.6492492106520821,0.5345805451002252,5.896824069948351,4.239926509511232,3.3460267810622017,2.1907743435329787,4.027426484553601,5.014590245535546,5.486409434777727,3.772904493104906,2.6944965404730143,2.907391027491676,2.670002327569426,3.025173751063301,1.7006371513099872,3.0967028873489633,4.239455829769171,4.715152677999408,1.656598305261981,3.960532609929745,2.808068928901728,3.4382623258637195,3.0539556200375575,2.8761749557140153,1.7776457885782475,2.3886939118537365,2.9648084271950594,3.2972929344397217,2.680861468570999,1.7711418563910104,2.924456354704313,2.39629785271054,2.3654622618695473,2.1208539264728823,2.4975077024871712,2.257525700078719,3.191739743250869,2.5970740350187596,2.4167540870298003,2.3806246567810603,0
13.04097376960513,8.931705347645213,8.7044518245429,8.822786276984738,12.83137091653842,13.413815188661848,20.104805560204795,8.445981820949848,14.129753821343133,6.549953588669031,6.120549023100369,10.80140597908991,7.097540519673257,17.558735273819554,19.740760058252942,24.993364468181692,20.054079083937335,15.71503808066674,15.672367145539672,2.4273595011412725,1.7869520002578199,3.2966492884663925,2.2736804280583325,2.2373667604946403,4.223455222698462,3.47575386715512,1.5264560263837526,2.503091576735172,2.4428933232861243,3.594940174773643,2.0481733836405334,2.386004900695837,4.0202919536823325,4.149418087061888,4.227205048543044,2.5967300033618548,3.5179835109402773,2.039173031555358,1.4428093937100481,0.6403465016407397,0.5641706835409289,1.7776982148699316,0.8818899765612018,2.8545037052450932,2.389620417344534,0.8127301962586523,0.17433827382554373,0.42596070485055293,0.21109643951811768,0.6362108780659275,0.8204152204798019,0.9241191604892769,0.4843045055674754,0.6729192609576083,1.4321417799478453,1.3829416431772164,0.8000120990775919,3.4642005726025484,3.1220771377053853,2.9604791862147364,2.615541128669049,3.2240244230483,3.9154223564715367,5.436434946224953,2.532687593369263,2.335852005453201,2.695995238615138,3.200928900693908,3.641738594480409,5.09877777254767,3.3900778425085933,2.972604763841426,3.837776178223823,2.442045842688512,3.9346678687395613,2.6797236277312186,4.992793567719907,3.6087240105043823,4.24397345071918,3.7784118948609335,4.443545255415398,6.9941368663219885,5.9650777962039125,3.86112198573711,2.6498426004734443,2.648233470270445,3.3365464495598904,3.6770131006346825,12.690850828634034,3.074152177834827,3.754887212087686,4.729781714615032,2.702067113090202,3.6611057536437994,3.063638781870001,0
23.129206426812694,21.517154652935513,38.3527838932808,28.71942197863556,20.74201732790684,36.6202616782902,22.669731471074552,17.058346952379107,4.270996912726563,7.787782564440855,21.874476931250953,17.41507585423573,36.025980558032884,73.80406583773967,40.32341846649504,93.65078151607139,114.53367894346975,55.800957126232916,67.37506760415698,3.333691574173111,0.8367947682109782,6.142235595893443,2.623425845510617,1.7423641573702464,3.2731100400423374,1.8502698659889896,0.7568325012276684,1.68746434172653,2.2084877907793325,3.9109387544354695,2.421834470581989,4.017155149807196,9.719235244829413,4.678774947973515,10.433493328165012,13.530584244442931,7.895396521781098,7.872971948122258,1.603721605022976,1.436916862082908,1.0911698901862767,1.488726599785758,0.8220205099490485,3.7087334600686184,1.6875772481022158,1.2438764712229151,0.7520977427965833,1.704648928195233,1.782494267409341,1.5131682895598273,2.2530564439477208,2.142093922339078,1.0980595114540574,2.3450794121689853,3.8539536046430016,2.107088024096089,1.991241989023024,4.697083316245923,5.360337505929007,3.7441671549104134,4.0427562160811,4.391348224485558,4.76647685700689,9.286388127545445,5.326768122358093,1.7435787295747702,3.609502544265418,2.9996805118275223,3.358408124812905,7.011958490240897,3.433755579298568,2.9001113349913825,4.74739876630525,4.8072875957499575,2.9668111595172784,2.9482169506811977,4.420869313529376,3.0739861659500236,4.116048715641499,3.296529707689124,3.6545831512733966,3.9442455412439483,4.5797658579530385,2.730434234699333,3.7075580155344423,4.168617787215039,4.1659481111480465,4.159269855107874,9.609140875889,4.27445495998335,3.4544187676442144,4.520761814038592,4.470125714088196,5.062811420358674,4.2421544011486825,0
29.614488135614675,17.169622094904696,36.57364033555965,18.623589734738253,20.168233927527357,51.993859068978956,35.96140913834127,12.478502889246426,27.58384693496771,26.92286079459897,27.985702563435883,50.864886076425286,37.94168245345705,106.34197031814833,51.25045816157296,97.88892634083129,107.26461420827033,44.47875332201848,57.9678850240804,7.1014919545345725,2.98179423719057,3.5884453881434095,7.3376037404064025,8.120024174206648,6.157944140801124,8.652290140526969,3.4047470804609117,8.250689706416654,4.880952581494341,6.221623105023439,4.864994534999611,11.378515395748256,13.307818583224794,10.399841637541726,13.036505708214106,16.125568185717334,7.086595931459089,9.163495155080293,2.49831787475756,2.1530206434070434,2.6611891524804783,3.0932651001223155,2.972985800939643,3.745688215081069,4.879620752987233,1.7325936866104388,1.4366990241249473,1.4757837052221856,2.8191404744171717,2.8050440538488957,1.6303530659763106,5.062011615416969,3.3845823077735124,5.691158139953364,6.074746703255106,6.393430079819562,5.441281342715944,7.507081932205537,5.694317491805372,5.780289159634152,4.849492679373244,6.537578706530746,7.239604749886681,11.175875371334994,5.606658908559681,4.5521181220188485,4.650815727272339,5.013820754690274,5.653082998776501,4.779774166444051,4.683431046919622,4.638067810188297,6.348971751612836,6.111102343893255,6.26291297239174,4.841964980389897,5.010828732175192,4.0895321737418495,3.9955799830177434,3.710614220599582,4.373244766426465,4.456787133553728,6.508440753146212,3.7332676835793426,3.5321969147966112,4.159186909432373,3.955035908332457,3.6136050793528818,3.6953487812979127,3.7532405845159045,3.7327740223764874,4.650151289445179,4.806672104438426,5.040089544092229,4.350966206105689,0
185.53752409437908,98.53437679061139,120.25459789470017,144.0601061449428,198.55073925907166,98.52049073688642,203.62070909640602,104.61315675579775,21.626230291722795,10.356698979918052,55.26033274861131,49.45804130447675,33.39571244036246,206.0049478135267,276.5251510150789,424.7496098100733,575.5214903678788,341.9234643009968,376.33629081935254,16.291168631789716,8.009006158757476,29.24764924195922,18.729110337871077,17.71164079462692,5.564508417747872,11.375767829005756,6.164122658315817,4.2457703942205605,1.1565468971500672,12.154323884095454,16.802837973482482,16.450688573212645,52.31175561749563,28.938882753618323,73.87984856320578,94.08375158062726,46.308868978969635,56.428575132706904,4.258712620036568,2.7320786746161536,2.764981456440698,3.130002590580979,3.203002912482864,3.620515434393966,4.361785403942714,3.183003278760401,2.0989235358651457,1.3748495390992082,2.1404423431813915,1.0268945426460292,2.432752394202101,3.2674003051394283,5.809314712922261,5.428273572833776,9.853418170346735,6.902339925535655,6.21189154167209,6.233091560715038,6.416548155841175,5.882075056665384,5.796406800364755,6.02577612205273,7.78479102377668,9.064980770465825,6.529824574368957,3.11269017807597,4.301511199376168,5.688757151102281,4.3326770935133805,7.862904028835579,5.488923412278198,5.60295800659216,7.810637773445981,7.607016074051525,5.5715715176657,5.493050657175799,6.39519098386623,6.334941862409696,5.649800901695586,4.556409770947671,5.537196443097335,6.296484559914259,7.574853231686903,5.721868278990661,3.629429303945472,5.717790239482135,4.801386671733064,4.496526982721012,6.928199954644222,5.84790432510048,5.566394113705937,7.497866488063511,7.898739002075978,5.618736118227369,5.890271687213266,0
40.57968394231523,13.13408906394576,32.93808539924404,26.536124296008758,24.70340411031374,22.556520910779163,15.325154075184075,12.87030582732328,5.518072874022148,14.544044264890347,14.384694526314096,10.626070459204257,41.95872325353601,50.798796131625124,30.79246870300543,65.98038025599607,100.97494793136944,69.93190926107847,69.29498658966628,16.349467639159233,10.490879693182457,9.31292080495083,6.4318030871637255,10.390855279088878,6.7195016705011525,13.5973021945843,8.325439242371719,5.901728241908889,7.168632457991626,11.131908874062123,9.798964371482313,9.079987970698285,14.788304252781131,12.9816806492123,20.8353017253345,20.786792673254656,10.458836974273154,14.14613348614862,6.980307871133218,4.9804497300737545,3.0556896866033574,3.0968318287597505,4.443810837079052,4.824884602724517,6.90670890558397,5.039534654392851,1.7985256811307742,3.496842249229908,2.546386619493685,2.2630178298271804,2.427831605467649,3.2692020800769894,4.229547553980675,4.9603707722191945,4.010544406520202,3.848020195272486,3.5160273465715375,8.316409500153403,8.49729373907382,6.928907042245737,6.657338330416971,6.878954042765368,10.324201749555016,11.152616428627775,8.014095881930057,4.706547669218723,7.020555875873491,7.2662793504802545,6.013919618715932,16.77976406631891,7.369005167593309,6.026488857384375,9.03327292863733,12.599950779822633,7.79966159376477,8.054272328192178,4.913967148011821,3.7037544281038044,3.6395625105596934,3.2864291914817794,4.059092397775394,5.11664553883653,6.286867218074826,3.6789307677865137,2.7067725710581283,3.3899459835135763,3.141063824611254,3.215011986045588,8.939690002212197,3.0806110082710916,3.1520567560487844,3.8706486128143753,2.8471547807842814,4.170104321167287,3.2601924136338556,0
78.6300140266277,37.01957443620691,51.2128800111424,30.15615205271996,58.485160189567154,20.857780062342535,77.39869799293545,36.37274792029816,24.134795302750586,20.56947538385192,14.36433008898876,28.966327305411074,8.82171204737095,47.4860318451426,72.45816713951756,86.1296242201716,70.18467067192769,96.52506594092284,76.78070051026344,8.79667640213765,5.496647383456802,7.640934767730085,7.975783840027144,7.9718960725083,6.103339896954037,8.401947946351012,5.583880286479739,3.830455779616877,7.724437689409883,3.3442991014817376,5.834226938428707,5.303341502501499,9.069756621528443,8.678526677016945,13.262567130734766,13.067583925236224,11.424546739487319,10.344105015317805,4.112771951846175,3.2473451465509418,2.6358341377292653,1.2541276364784388,1.8714329415607374,3.941321623631414,2.8163959715236,2.8563294736188056,1.116043128151377,1.3707936917709846,1.6404115461435185,2.3583186112093424,2.2396473905598735,2.5588526993370397,2.308952696518867,3.944983768916005,3.572145818931963,3.964171632205374,3.064240551111089,5.948681799086453,4.6795758632156375,5.705821484275387,4.535442777070927,5.24014193770466,4.599569185108099,8.550267300910548,3.9157840038567215,4.438834061070407,5.2634850737854055,5.510351355517212,5.001435141319543,7.464933555991337,5.401176320548307,4.6133368854394385,6.039418864192263,4.950463551046861,6.5951570803407495,5.095263271921473,3.967176286639046,3.975708604861674,3.54337236093595,3.03994720006947,3.70379994206301,4.7331424046536235,5.9667178253666675,3.6071376487978206,2.2570956029434814,3.3853631812631813,2.783887492787754,2.9545523630773594,5.1993803216739805,2.9869481767082706,3.110662186199211,3.9758881351325517,2.88135392473296,3.7894548286501837,2.987127605858782,0
96.19283110300186,37.554492747753464,75.01725865436897,64.2374129119894,96.4767230594884,26.674126317314048,79.99471369790272,39.91493347088298,15.106893760651836,13.939329215836612,23.996239229493018,13.095575676936734,9.03285458416657,87.08038888871951,154.45636517184653,205.00614331371222,291.53674894848797,255.15759359374442,227.04002074338922,8.048010991485015,5.982901634887358,9.595757838554006,5.271287244623001,6.6489031667511584,7.050578190784821,6.339204473404353,5.346814551351494,1.9500969467693272,3.4628738579898073,4.723525087750664,2.931901098058501,4.044305081577326,8.370641023190146,8.839929734488532,13.314002140976713,13.268500178189301,14.1595307292748,11.787075539912793,2.9818783697786704,3.2058062116775337,2.971169881052165,2.8163298771655443,2.948985504556899,3.8688791203805715,3.8029981551285457,3.039166141334449,0.4874998212813483,1.467470667677098,2.49698686947064,1.808253610157394,2.679258699949415,4.507190047433479,3.2828236844214134,5.746664402426932,2.9628344256437558,3.4544423199060734,2.8031695692229466,6.055946257104004,4.896600709549254,4.0488860874313595,2.532644147487597,3.829998121737088,5.530430226227649,4.927051544031854,4.362413150132553,3.2795080907504457,4.9731789339755945,3.6428028544963604,3.1310237795691265,6.520160839706997,3.617706244189374,4.580678550779645,4.418197706391903,4.193996104735725,4.5745795844101975,3.5668949852237644,5.559003771679925,4.267447185944788,3.5567809236325445,3.037009835015725,4.220350277932995,4.8636677448523375,6.145912923196609,3.91141182891998,3.113915427366942,3.9422679263909317,3.365560768681832,3.4547060610287215,2.4658776815289163,3.4965985615462847,3.96140836171329,4.620677292877897,4.221539079435435,3.8013495112240157,3.6169048135694775,0
20.90009361476402,20.37966579308735,60.973290020366115,20.17711331081084,17.22340085260981,10.000568295488598,10.445899287110816,12.906943140925339,10.47367238278792,9.7723521578895,23.722345365531506,32.147163918551385,89.73355817485844,89.97907961368239,45.290005624815116,121.5882204535821,237.39703984773786,126.18391900153225,136.94240964257634,4.573689397823452,3.64446936220838,4.187644855857828,3.7197707206183126,4.384206688590722,3.5866253921524573,6.575251451990332,3.105914052983864,6.308809648356821,5.746991070854988,3.8478559976259725,6.171939282210166,14.443059700612583,8.567424483290942,7.1646383999095615,10.259831878830997,31.67293063149977,12.337546569503067,14.698014888772308,3.273584285230141,3.505547378671697,3.264512743940641,2.9119923819356823,2.893327910654406,3.363522178658692,4.216044021363964,2.5791523454183163,2.5062171192371574,4.103249273052817,2.7930641796835327,4.654787744745709,8.26048854605216,6.876958127643736,3.5519740417889762,6.959593322391068,11.373632180558005,7.657474705175387,7.547607609721836,6.502848454256506,4.786311719486805,4.283453074352675,4.063107580553096,5.067876522919565,7.219119601494158,7.525159554838163,5.136852620098313,2.45932028432364,3.138010942230796,3.3869913068497732,3.759840735007546,11.366108640750817,3.6021075173215618,4.333498852955353,5.393391587649418,5.713371561920848,3.7410224967176537,3.6449434097221136,5.3423212001102245,4.96790042340642,4.076874650692043,3.8805773326208794,4.578580028356886,6.634295680827562,7.002557916407486,4.328341881523454,3.771206202639196,5.732315132438193,4.425360898444897,3.943318696868229,3.9071918243190122,4.309791336879727,4.2162889571389135,4.611298293868329,3.297345974102559,4.744003527839404,3.8145080874586403,0
13.992496866879945,7.130272173524212,9.14812261044635,9.293939836323958,10.981815568529857,10.649967456236986,22.841750382459047,6.966358937262612,2.432837054731944,5.108758141086838,5.199210495972722,2.277478800899386,12.562902303481343,11.897093823019151,12.686873810396275,20.964125575798924,23.289283687900255,15.090942696644817,13.918644651840015,6.70736472084394,2.50470637939127,2.6705686827341366,3.427037682805027,4.948679921737042,1.8506988266494693,6.479826392983744,3.4694700872780633,2.092027559928881,1.849939027558847,2.4106758119456124,1.942258395029768,3.31417036442342,4.1970653541445495,5.146784745577544,5.079229764062593,4.922060811717434,2.6730921876646003,2.302116353769476,5.132946693105711,3.87169750873042,3.273187510948786,3.420567192657258,4.702265350003695,2.9625821701065735,6.316033234553743,3.665961638256936,1.6418570856942707,1.7909724830897533,2.413005356367607,2.244252733679908,2.0776706914532834,3.084081541390706,4.502369846085804,4.960297682279276,4.350626795775126,4.933755420492756,3.630154671183533,4.413300824147095,3.5941341351288747,4.012236727360532,3.338303810536103,4.026098750563046,3.8346125116215752,7.3862649200215555,3.8384734644860155,2.2411434210710666,2.9975255498907045,2.5955127427995355,3.4992279358544174,7.095748384067775,3.1099724052026723,3.1269097627376263,4.875714515339721,5.491658273617714,3.362319446554548,3.2840892447475114,6.003132324222157,5.025954831450694,4.792174071629085,4.555064384496141,5.20942828139504,5.320399017758414,6.942801844716955,4.437082212038887,5.516726265535736,6.7042851268942405,5.511844036072164,4.613705405938836,4.164766827325555,5.615258155089473,5.304252754258901,6.028623456381416,6.75556973585426,5.703573515926614,5.593407496519665,0
